Title,Price,Neighbourhood,All Images,Description,Posting URL,Property Type,Size,Rooms
"Appart 1ch Neuf Luxueux meublé 
Ghandi / Riviera",8 500 DH,"Plateau (Al Batha), Casablanca","https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_12_80320551.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_7_80320552.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_6_80320553.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_5_80320554.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_4_80320555.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_1_80320556.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_80320557.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-44-03_80320558.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-40-42_13_80320559.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-39-08_80320560.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-39-14%20%281%29_80320591.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-39-14_80320592.avif, https://www.mubawab-media.com/ad/8/147/255F/h/PHOTO-2025-05-20-20-39-15_80320593.avif","Offrez vous le confort d'un appartement 1 chambre moderne neuf (jamais habité) et luxueusement aménagé de 47m2 (entièrement équipé), situé dans un quartier prisé proche de toutes commodités (6 min du CFC). Très bien ensoleillé (orientation sud) Parfait pour une vie urbaine élégante et pratique, dans un quartier calme et sécurisé. vous accéderez rapidement à de nombreux commerces, restaurants et boutiques. Design soigné, mobilier haut de gamme, cadre calme et sécurisé. Composé de: un salon lumineux avec un canapé et une table à manger, une chambre à coucher, Une terrasse, une cuisine équipée une salle de bain. Un parking",https://www.mubawab.ma/fr/a/8147255/appart-1ch-neuf-luxueux-meubl%C3%A9-ghandi-riviera,Appartement,"58
						m²",2 Pièces
"Villa t5 vide de 400m² 
4ch",20 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/8/129/457F/h/20250325_092057_80141945.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091318_80141946.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091335_80141947.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091528_80141948.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091818_80141949.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091826_80141950.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091841_80141951.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091929_80141952.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091937_80141953.avif, https://www.mubawab-media.com/ad/8/129/457F/h/20250325_091947_80141954.avif","20.000DHS/MOIS – VILLA T5 VIDE DE 400M²  – BEAUX VOLUMES – 4 CHAMBRES  CHAMBRE DE PERSONNEL – CALIFORNIE CASABLANCA (Réf.V0199) Nous vous proposons à la location cette ancienne villa bien entretenue, située a CALIFORNIE. CARACTERISTIQUES : - Superficie terrain : 400m² - Superficie construit : 375m² - Nombre de chambres : 4 - Nombre de salles de bain : 2  1 WC invités - Parking :  2 places COMPOSITION RDC: - Hall d'entrée - Grand double salon - WC invités - Cuisine moderne COMPOSITION ETAGE: - Suite parentale avec grand dressing - 3 grandes chambres avec placards - 1 salle de bain commune - 1 wc séparé COMPOSITION SOUS SOL: - Cuisine secondaire - buanderie - chambre de personnel avec sdb - garage - pièce polyvalente LES PLUS: - Beaux volumes - Belle luminosité grâce à son exposition EST/SUD/OUEST - Proche de toutes commodités PRIX: 20.000dhs/mois HONORAIRES: 1,2 mois de loyer TTC",https://www.mubawab.ma/fr/a/8129457/villa-t5-vide-de-400m%C2%B2-4ch,Villa,"400
						m²",5 Pièces
Studio new yorkais à gauthier,8 500 DH,"Gauthier, Casablanca","https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0030_80350061.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0028_80350062.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0033_80350063.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0034_80350064.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0035_80350065.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0032_80350066.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0031_80350067.avif, https://www.mubawab-media.com/ad/7/591/023F/h/IMG-20250523-WA0029_80350068.avif","Z Luxury Immo vous propose à la location longue durée ce magnifique studio New Yorkais réalisé par un architecte de renommé internationale situé dans une résidence sécurisée 24h/24 au coeur du prestigieux quartier Gauthier. Bien orienté et disposant d'une terrasse traversante, le studio est très ensoleillé. ***Wifi Gratuit il se compose de : - Salon européen - terrasse traversante - cuisine américaine équipée - grande suite avec placards et salle de bain avec douche italienne. - WC séparés. - Balcon commun à l'étage pour linge. La résidence se trouve dans une ruelle calme, sécurisée et proche de toutes commodités. Caution : 2 mois Honoraires : 1 mois TTC Ne ratez pas cette opportunité. Pour plus d'informations veuillez me contacter.",https://www.mubawab.ma/fr/a/7591023/studio-new-yorkais-%C3%A0-gauthier,Appartement,"50
						m²",2 Pièces
"Location Luxueux Studio meublé CIL, Casablanca",13 000 DH,"CIL (Hay Salam), Casablanca","https://www.mubawab-media.com/ad/8/004/991F/h/b7c65-IMG-20240919-WA0029_78912347.avif, https://www.mubawab-media.com/ad/8/004/991F/h/275c5-IMG-20240919-WA0036_78912348.avif, https://www.mubawab-media.com/ad/8/004/991F/h/ad376-IMG-20240919-WA0028_78912349.avif, https://www.mubawab-media.com/ad/8/004/991F/h/2d205-IMG-20240919-WA0027_78912350.avif, https://www.mubawab-media.com/ad/8/004/991F/h/c79d4-IMG-20240919-WA0034_78912351.avif, https://www.mubawab-media.com/ad/8/004/991F/h/c2d94-IMG-20240919-WA0020_78912352.avif, https://www.mubawab-media.com/ad/8/004/991F/h/67da6-IMG-20240919-WA0021_78912353.avif, https://www.mubawab-media.com/ad/8/004/991F/h/12115-IMG-20240919-WA0035_78912354.avif, https://www.mubawab-media.com/ad/8/004/991F/h/f03ba-IMG-20240919-WA0022_78912355.avif","Val Foncier vous propose un studio de luxe entièrement décoré par un architecte d'intérieur situé au quartier CIL. Ce studio de 60m2, se compose comme suit: - Séjour - Salle de bain équipée avec des finitions haut de gamme - Chambre - Cuisine",https://www.mubawab.ma/fr/a/8004991/location-luxueux-studio-meubl%C3%A9-cil-casablanca,Appartement,"60
						m²",1 Chambre
Appartement en location à Franceville. Surface totale 40 m²...,6 500 DH,"Franceville, Casablanca","https://www.mubawab-media.com/ad/8/040/459F/h/photo_00_79263181.avif, https://www.mubawab-media.com/ad/8/040/459F/h/photo_01_79263182.avif, https://www.mubawab-media.com/ad/8/040/459F/h/photo_02_79263183.avif, https://www.mubawab-media.com/ad/8/040/459F/h/photo_30_79263184.avif, https://www.mubawab-media.com/ad/8/040/459F/h/photo_31_79263185.avif, https://www.mubawab-media.com/ad/8/040/459F/h/photo_32_79263186.avif","Très joli studio à louer au centre de Casablanca - neuf, de très haut standing et entièrement meublé avec une place de parking - immeuble neuf avec ascenseur Le studio se situe dans une rue calme et sécurisée, en face de Marjane Market et de la pharmacie Jawhara et à quelques mètres de la station de tram et de toutes les commodités (salles de sport, cafés et restaurants, boulangeries...)",https://www.mubawab.ma/fr/a/8040459/appartement-en-location-%C3%A0-franceville-surface-totale-40-m%C2%B2-bien-meubl%C3%A9,Appartement,"40
						m²",1 Pièce
Superbe appartement studio à louer à Ferme Bretonne Hay Arra...,7 000 DH,"Ferme Bretonne (Hay Arraha), Casablanca","https://www.mubawab-media.com/ad/8/134/857F/h/photo_0_80198437.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_1_80198438.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_2_80198439.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_3_80198440.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_4_80198441.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_5_80198442.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_6_80198443.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_7_80198444.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_8_80198445.avif, https://www.mubawab-media.com/ad/8/134/857F/h/photo_9_80198446.avif, https://www.mubawab-media.com/ad/8/134/857F/h/9247f3af-8554-4263-b371-37474e6d1816_80208890.avif","Découvrez cet appartement à louer. Prix 7 300 DH. 2 pièces, 1 salle de bains, superficie 85 m². 1 chambre à coucher. 4ème étage. Moins de 10 ans. Revêtement: Marbre. Meublé. Cet appartement est proposé à la location à Ferme Bretonne (Hay Arraha). Résidence sécurisée. Confort et sécurité avec chauffage central, porte blindée et double vitrage. Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca. Profitez d'une belle terrasse. Dispose également d'un ascenseur et d'un garage. Lave-linge. Décoration moderne avec salon européen.",https://www.mubawab.ma/fr/a/8134857/superbe-appartement-studio-%C3%A0-louer-%C3%A0-ferme-bretonne-hay-arraha-2-pi%C3%A8ces-bien-meubl%C3%A9,Appartement,"85
						m²",2 Pièces
"Location d'un appartement à Anassi. 
2 belles chambres. 
Meu...",Prix à consulter,"Anassi, Casablanca","https://www.mubawab-media.com/ad/8/181/162F/h/photo_0_80674271.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_10_80674272.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_20_80674273.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_30_80674274.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_40_80674275.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_50_80674276.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_60_80674277.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_70_80674278.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_80_80674279.avif, https://www.mubawab-media.com/ad/8/181/162F/h/photo_90_80674280.avif",Appartement meublé à louer par jour 250 dh par mois 3500dh Contactez-nous pour visiter cet appartement en location à  Casablanca.,https://www.mubawab.ma/fr/a/8181162/location-d-un-appartement-%C3%A0-anassi-2-belles-chambres-meubl%C3%A9,Appartement,"54
						m²",3 Pièces
Joli studio neuf à louer Quartier Les Princesses,8 000 DH,"Les princesses, Casablanca","https://www.mubawab-media.com/ad/8/087/287F/h/Image96_79915979.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image101_79915981.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image97_79915982.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image102_79915983.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image98_79915984.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image99_79915985.avif, https://www.mubawab-media.com/ad/8/087/287F/h/Image103_79915986.avif","Joli studio neuf , situé au 4ème étage dans le quartier calme et prisé Les Princesses. Un endroit idéal pour ceux qui recherchent un espace pratique et confortable. Caractéristiques du bien : Séjour lumineux offrant une ambiance agréable pour se détendre après une longue journée. Chambre à coucher simple et fonctionnelle. Salle de bain chic et moderne Cuisine américaine pratique pour une vie moderne et fonctionnelle. Balcon pour profiter d'un peu d'air frais. Place au parking titrée pour votre confort. Emplacement : Quartier Les Princesses, à proximité des commerces, transports et toutes les commodités nécessaires. A 8000 DH par mois, frais de syndic inclus. Vous cherchez un studio pour un cadre de vie agréable et bien situé. Contactez-nous pour plus de détails ou pour planifier une visite !",https://www.mubawab.ma/fr/a/8087287/joli-studio-neuf-%C3%A0-louer-quartier-les-princesses,Appartement,"49
						m²",2 Pièces
"BEL APPARTEMENT à louer VIDE, résidence à AIN DIAB",23 000 DH,"Ain Diab, Casablanca","https://www.mubawab-media.com/ad/7/883/429F/h/P1_70665245.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P2_70665246.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P3_70665247.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P4_70665248.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P5_70665249.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P6_70665250.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P7_70665251.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P8_70665252.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P9_70665253.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P10_70665254.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P11_70665255.avif, https://www.mubawab-media.com/ad/7/883/429F/h/P12_70665256.avif","Ref AL659 / BEL APPARTEMENT à louer VIDE, 225 m2, 3 chambres, AIN DIAB, loyer 23 000 DH Situé en étage intermédiaire, dans une Résidence prisée Fermée et sécurisée BELLE VUE SUR JARDIN ET MER depuis LA TERRASSE TERRASSE AGRÉABLE À VIVRE DE PART SON ORIENTATION TRÈS BIEN ORIENTÉ EN PARFAIT ÉTAT TRAVERSANT - Grand Hall - Double Salon ouvert sur une Grande et Belle Terrasse - 3 chambres donnant sur balcon - 2 sdb - Toilette invités - Belle cuisine - Chambre du Personnel - 2 places au garage - Box Loyer : 23 000 DH / mois Frais d’agence 1 mois de loyer HT Agence UNIVERS FONCIER (réf du bien AL659)",https://www.mubawab.ma/fr/a/7883429/bel-appartement-%C3%A0-louer-vide-r%C3%A9sidence-%C3%A0-ain-diab,Appartement,"225
						m²",6 Pièces
Location d'un appartement à Hay Zobir. Surface de 56 m². App...,3 700 DH,"Hay Zobir, Casablanca","https://www.mubawab-media.com/ad/8/105/658F/h/photo_00_79901410.avif, https://www.mubawab-media.com/ad/8/105/658F/h/photo_01_79901411.avif, https://www.mubawab-media.com/ad/8/105/658F/h/photo_02_79901412.avif","Ne laissez pas passer cet appartement à louer. Prix 3 700 DH. 2 chambres à coucher, 1 salle de bains, 56 m². 1 Pièces. 3ème étage. Moins de 10 ans. Résidence sécurisée et porte blindée. Le bien dispose également d'une antenne parabolique et d'un beau salon marocain traditionnel. Cet appartement est à louer à Hay Zobir. Spacieux salon européen. Cuisinière avec four. Soyez le premier à visiter cet appartement à louer à Casablanca. Cuisine entièrement équipée. Lave-linge. Four micro-ondes. Proche de toutes commodités: boutiques à moins de 50 mètres, établissements scolaires et pharmacie à 50 mètres, supermarché, librairie et bars et restaurants à 150 mètres, gare et transports publics à 200 mètres, grande surface à 400 mètres, plage à 2.3 kilomètres, hôpitaux à 2.6 kilomètres.",https://www.mubawab.ma/fr/a/8105658/location-d-un-appartement-%C3%A0-hay-zobir-surface-de-56-m%C2%B2-appertement-pour-les-%C3%A9trangers-%C3%A9tudiants-long-terme-salon-marocain-et-antenne-parabolique,Appartement,"56
						m²",1 Pièce
Bel appartement en location au Perles de l’agdal,17 000 DH,"Agdal, Rabat","https://www.mubawab-media.com/ad/8/137/595F/h/photo_00_80224656.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_01_80224657.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_02_80224658.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_03_80224659.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_04_80224660.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_05_80224661.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_06_80224662.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_07_80224663.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_08_80224664.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_09_80224665.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_010_80224666.avif, https://www.mubawab-media.com/ad/8/137/595F/h/photo_011_80224667.avif","KB GROUP Real Estate vous propose en exclusivité ce magnifique appartement à la location neuf jamais habité et entièrement équipé , D’une superficie de 100 m², situé au 4ème étage de la résidence très prisé et sécurisé les Perles de l’Agdal, L’appartement est entièrement meublé et décorer avec goût. Il se compose de deux chambres, d’un salon lumineux, de deux salles de bain modernes et d’une cuisine entièrement aménagée même le linge de Maison est livré avec. Il ne manque plus que vos valises ! Une place de parking est incluse.",https://www.mubawab.ma/fr/a/8137595/bel-appartement-en-location-au-perles-de-l%E2%80%99agdal,Appartement,"100
						m²",3 Pièces
Bel appartement vide sur racine à louer,8 000 DH,"Racine, Casablanca","https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0009_51852610.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0006_51852611.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0008_51852612.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0002_51852613.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0005_51852614.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0007_51852615.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0001_51852616.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0004_51852617.avif, https://www.mubawab-media.com/ad/7/739/440F/h/IMG-20230719-WA0003_51852618.avif","Parcours immobilier vous suggère un sublime appartement totalement rénové se composant de 2 chambres, cuisine ,salon et 1 salle de bain Les frais d 'intermediation sont un mois de loyer hors taxe ,n 'hésitez pas à nous contacter pour vous accompagner dans votre processus.",https://www.mubawab.ma/fr/a/7739440/bel-appartement-vide-sur-racine-%C3%A0-louer,Appartement,"86
						m²",3 Pièces
Villa de prestige vide californie,40 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/7/462/390F/h/photo_0_26218691.avif, https://www.mubawab-media.com/ad/7/462/390F/h/photo_1_26218692.avif, https://www.mubawab-media.com/ad/7/462/390F/h/photo_2_26218693.avif","Villa de prestige à louer. Prix 40 000 DH. 9 pièces, 4 chambres, 4 salles de bains, superficie 655 m². Moins de 5 ans. Type de sol: Marbre. Nombreux équipements : cheminée, climatisation et piscine. La résidence dispose également d'un service de conciergerie. Venez découvrir cette villa de luxe à Californie. Confort et tradition avec un beau salon marocain. Le bien dispose également d'une antenne parabolique et d'une porte blindée. Jardin et terrasse propices à la détente. Soyez le premier à visiter cette villa en vente à Casablanca. Chauffage central. Spacieux salon européen. Cuisine entièrement équipée.",https://www.mubawab.ma/fr/a/7462390/villa-de-prestige-vide-californie,Villa,"655
						m²",9 Pièces
Belle Villa à louer à Californie Casa,42 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/7/209/085F/h/photo_1_10442828.avif, https://www.mubawab-media.com/ad/7/209/085F/h/photo_3_10442830.avif, https://www.mubawab-media.com/ad/7/209/085F/h/photo_5_10442832.avif, https://www.mubawab-media.com/ad/7/209/085F/h/photo_6_10442833.avif, https://www.mubawab-media.com/ad/7/209/085F/h/photo_10_10442837.avif, https://www.mubawab-media.com/ad/7/209/085F/h/photo_11_10442838.avif","Location une villa de rêve. Prix 42 000 DH. 9 pièces dont 6 chambres, 4 salles de bains, 1000 m². Revêtement: Parquet. Nombreux équipements : cheminée, climatisation et piscine. Venez découvrir cette villa de luxe à Californie. Les extérieurs se composent d'un jardin et d'une terrasse. Décoration moderne avec beau salon. Le bien est également équipé d'une antenne parabolique. Si vous êtes intéressé par cette villa à Casa Décoration moderne avec salon européen. Chauffage central.",https://www.mubawab.ma/fr/a/7209085/belle-villa-%C3%A0-louer-%C3%A0-californie-casa,Villa,"1000
						m²",3 Pièces
Villa Oasis,30 000 DH,"Oasis, Casablanca","https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%285%29_80609840.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45_80609841.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%281%29_80609842.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%289%29_80609843.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%283%29_80609844.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%282%29_80609845.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%286%29_80609846.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%284%29_80609847.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%286%29_80609848.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%287%29_80609849.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-45%20%288%29_80609850.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%283%29_80609851.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%282%29_80609852.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%287%29_80609853.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46_80609854.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%284%29_80609855.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%288%29_80609856.avif, https://www.mubawab-media.com/ad/8/174/807F/h/PHOTO-2025-06-03-17-03-46%20%281%29_80609857.avif","– Rue calme, entièrement rénovée Possibilité de location meublée ou non meublée. Superficie du terrain : 500 m² Superficie bâtie : 350 m² Rez-de-chaussée : 3 salons spacieux 1 salle à manger 1 salle de bain 1 cuisine équipée Étage : 4 chambres climatisées 2 salles de bain Autres caractéristiques : Garage couvert Puits Paraboles Système d’arrosage automatique",https://www.mubawab.ma/fr/a/8174807/villa-oasis,Villa,"350
						m²",7 Pièces
Magnifique appartement avec terrasse bien situé à la ferme b...,7 000 DH,"Ferme Bretonne (Hay Arraha), Casablanca","https://www.mubawab-media.com/ad/7/897/769F/h/photo_0_73191690.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_1_73191691.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_2_73191689.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_3_73191692.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_4_73191693.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_5_73191694.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_6_73191695.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_7_73191696.avif, https://www.mubawab-media.com/ad/7/897/769F/h/photo_8_73191697.avif","Appartement en location à saisir. Prix 7000 DH. 2 chambres, 1 salle de bains, superficie 90 m². 2 pièces. Nouveau. Vous profiterez d'une belle terrasse. Un ascenseur et un garage sont également à votre disposition. Cet appartement est à louer à Ferme Bretonne. Tranquillité garantie avec fenêtres en double vitrage. Résidence avec concierge. Contactez-nous pour visiter cet appartement en location à Casablanca. Cuisine entièrement équipée. Un",https://www.mubawab.ma/fr/a/7897769/magnifique-appartement-avec-terrasse-bien-situ%C3%A9-%C3%A0-la-ferme-bretonne,Appartement,"90
						m²",2 Pièces
Studio en location sur racine rue Molière,6 500 DH,"Maârif, Casablanca","https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.17_78988646.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.16_78988647.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.17%20%281%29_78988648.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.18%20%281%29_78988649.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.18_78988650.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.19%20%281%29_78988651.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.19_78988652.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.20%20%281%29_78988653.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.20%20%282%29_78988654.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.20%20%283%29_78988655.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.20_78988656.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.21%20%281%29_78988657.avif, https://www.mubawab-media.com/ad/8/012/339F/h/WhatsApp%20Image%202024-10-08%20at%2010.32.21_78988658.avif","Magnifique studio en location sur la rue Molière d'une surface de 48m² au niveau du 5eme étage avec une vue dégager, le studio se compose d'un salon en L plus une salle a manger ,cuisine équiper (plaque, four, hotte, réfrigérateur , lave linge  et un micro-onde) , toilette réception et une suite parentale avec placard et salle de bain .",https://www.mubawab.ma/fr/a/8012339/studio-en-location-sur-racine-rue-moli%C3%A8re,Chambre,"48
						m²",1 Pièce
Appartement à louer à CIL Hay Salam. 2 chambres agréables. B...,15 000 DH,"Casablanca Finance City, Casablanca","https://www.mubawab-media.com/ad/8/100/161F/h/photo_0_79847077.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_1_79847078.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_2_79847079.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_3_79847080.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_4_79847081.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_5_79847082.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_6_79847083.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_7_79847084.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_8_79847085.avif, https://www.mubawab-media.com/ad/8/100/161F/h/photo_9_79847086.avif","Découvrez cet appartement à louer. Prix 15 000 DH. 2 chambres, 2 salles de bains, surface 120 m². 3 pièces. Moins de 5 ans. Type de sol: Marbre. Entièrement meublé. Venez découvrir cet appartement en location à Casablanca Finance City. Dispose d'une terrasse, ascenseur et places de parking. Confort et sécurité avec service de conciergerie et climatisation. Soyez le premier à visiter cet appartement à louer à Casablanca. Confort et sécurité avec porte blindée et double vitrage. Confortable salon européen. Four. À proximité: commerces et pharmacie à moins de 50 mètres, supermarché à 150 mètres, établissements scolaires et restaurants à 200 mètres, hôpitaux à 450 mètres, librairie et grande surface à 600 mètres, gare et transports en commun à 750 mètres, taxi à 1.3 kilomètre, plage à 2.9 kilomètres.",https://www.mubawab.ma/fr/a/8100161/appartement-%C3%A0-louer-%C3%A0-cil-hay-salam-2-chambres-agr%C3%A9ables-bien-meubl%C3%A9,Appartement,"120
						m²",3 Pièces
